vid_md5,脱敏车牌号,车牌颜色,sim卡号,Lng,Lat,标准时间,系统时间,省名称,市名称,区县名称,gps速度,道路ID序列,里程表里程,海拔,vss速度,空档信号,喇叭信号,倒挡信号,制动信号,左转向灯信号,右转向灯信号,远光灯信号,近光灯信号,方向,终端状态,车辆状态,报警标志,ACC状态,gps时间,与正北方向夹角,time_diff,segment,加速度,曲折度
0001699af44d2a4bc5858c3111f250be,晋MN***0,黄色,64639909062,109.5249717,34.191505,2021/11/1 19:16,2021/11/1 19:16,陕西省,西安市,蓝田县,53.8,49994191,62562,717,57.4,0,0,0,0,0,0,1,1,东南,北斗定位,行驶,^,ACC开,2021/11/1 19:16,103,60,1,-0.087963033,1.029670239
0001699af44d2a4bc5858c3111f250be,晋MN***0,黄色,64639909062,109.5323483,34.1864,2021/11/1 19:17,2021/11/1 19:17,陕西省,西安市,蓝田县,51.9,49994133|49994137,62562.9,736,54.1,0,0,0,0,0,0,0,1,东南,北斗定位,行驶,^,ACC开,2021/11/1 19:17,136,60,1,-0.087963033,1.029670239
0001699af44d2a4bc5858c3111f250be,晋MN***0,黄色,64639909062,109.5401433,34.18123167,2021/11/1 19:18,2021/11/1 19:18,陕西省,西安市,蓝田县,48.1,49994149|49994155|49994312|49994313|49994316,62563.8,775,53.6,0,0,0,0,0,0,0,1,东南,北斗定位,行驶,^,ACC开,2021/11/1 19:18,119,60,1,-0.175926067,1.029670239
0001699af44d2a4bc5858c3111f250be,晋MN***0,黄色,64639909062,109.5469467,34.17903,2021/11/1 19:19,2021/11/1 19:19,陕西省,西安市,蓝田县,51.9,49994324,62564.5,772,57,0,0,0,0,0,0,0,1,东南,北斗定位,行驶,^,ACC开,2021/11/1 19:19,103,60,1,0.175926067,1.029670239
0001699af44d2a4bc5858c3111f250be,晋MN***0,黄色,64639909062,109.555035,34.17607333,2021/11/1 19:20,2021/11/1 19:25,陕西省,西安市,蓝田县,50,49994177|49994181,62565.4,800,51.2,0,0,0,0,0,0,1,1,东南,北斗定位,行驶,^,ACC开,2021/11/1 19:20,136,60,1,-0.087963033,1.029670239
0001699af44d2a4bc5858c3111f250be,晋MN***0,黄色,64639909062,109.5644667,34.17044,2021/11/1 19:21,2021/11/1 19:25,陕西省,西安市,蓝田县,50.1,49994332,62566.6,822,53,0,0,0,0,1,0,1,1,东南,北斗定位,行驶,^,ACC开,2021/11/1 19:21,98,60,1,0.004629633,1.029670239
0001699af44d2a4bc5858c3111f250be,晋MN***0,黄色,64639909062,109.5731983,34.168445,2021/11/1 19:22,2021/11/1 19:25,陕西省,西安市,蓝田县,48.2,49994333|49994189|49994336|49994337,62567.5,846,50.8,0,0,0,0,0,1,0,1,东南,北斗定位,行驶,^,ACC开,2021/11/1 19:22,125,60,1,-0.087963033,1.029670239
0001699af44d2a4bc5858c3111f250be,晋MN***0,黄色,64639909062,109.5802117,34.16369167,2021/11/1 19:23,2021/11/1 19:25,陕西省,西安市,蓝田县,51.8,13853947,62568.3,868,54,0,0,0,0,0,0,1,1,东南,北斗定位,行驶,^,ACC开,2021/11/1 19:23,119,60,1,0.1666668,1.029670239
0001699af44d2a4bc5858c3111f250be,晋MN***0,黄色,64639909062,109.5882217,34.16162333,2021/11/1 19:24,2021/11/1 19:25,陕西省,西安市,蓝田县,46.3,49994384|49994390|49994391|49994394|49994398|49994402|49994406,62569.1,885,52.6,0,0,0,0,0,0,1,1,东南,北斗定位,行驶,^,ACC开,2021/11/1 19:24,92,60,1,-0.254629833,1.029670239
0001699af44d2a4bc5858c3111f250be,晋MN***0,黄色,64639909062,109.59721,34.16209833,2021/11/1 19:25,2021/11/1 19:25,陕西省,西安市,蓝田县,44.5,,62570,810,46.7,0,0,0,0,0,0,0,1,东南,北斗定位,行驶,^,ACC开,2021/11/1 19:25,92,60,1,-0.0833334,1.029670239
0001699af44d2a4bc5858c3111f250be,晋MN***0,黄色,64639909062,109.602905,34.16052167,2021/11/1 19:26,2021/11/1 19:26,陕西省,西安市,蓝田县,44.5,49994428|49994432|49994436|49994440|49994444|49994448|49994452|49994456,62570.6,915,45.5,0,0,0,0,0,0,1,1,东南,北斗定位,行驶,^,ACC开,2021/11/1 19:26,135,60,1,0,1.100919492
0001699af44d2a4bc5858c3111f250be,晋MN***0,黄色,64639909062,109.6113683,34.15413667,2021/11/1 19:27,2021/11/1 19:27,陕西省,西安市,蓝田县,48.2,607127249|608127178|70480768,62571.7,971,51,0,0,0,0,0,0,0,1,东南,北斗定位,行驶,^,ACC开,2021/11/1 19:27,100,60,1,0.171296433,1.100919492
0001699af44d2a4bc5858c3111f250be,晋MN***0,黄色,64639909062,109.6177567,34.15501333,2021/11/1 19:28,2021/11/1 19:28,陕西省,西安市,蓝田县,48.3,16606471|49994476|49994480|49994484|49994486,62572.3,1007,52.8,0,0,0,0,0,0,0,1,东北,北斗定位,行驶,^,ACC开,2021/11/1 19:28,71,60,1,0.004629633,1.100919492
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,108.9735,34.018565,2021/11/1 14:05,2021/11/1 14:05,陕西省,西安市,长安区,70,6156828|6260133|6260134|6260137|6260141|6260140|6253945|6253944|6253948|6253947|6260123,335546.9,681,69,0,0,0,0,0,1,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:05,63,180,2,0,1.144034424
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,108.9801067,34.02042667,2021/11/1 14:06,2021/11/1 14:06,陕西省,西安市,长安区,80,49069316|6241567|6253921,335547.5,657,80,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:06,74,60,2,0.462963333,1.144034424
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,108.9901,34.02385667,2021/11/1 14:07,2021/11/1 14:07,陕西省,西安市,长安区,89,6253921,335548.5,626,87,0,0,0,1,0,1,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:07,51,60,2,0.416667,1.144034424
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0062683,34.03129,2021/11/1 14:08,2021/11/1 14:08,陕西省,西安市,长安区,81,6253940|71234004|71234003,335550.3,595,81,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:08,60,60,2,-0.370370667,1.144034424
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0148267,34.04098667,2021/11/1 14:09,2021/11/1 14:09,陕西省,西安市,长安区,75,6445272|72222748|72222747,335551.6,548,76,0,0,0,0,1,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:09,27,60,2,-0.277778,1.144034424
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0238767,34.0525,2021/11/1 14:10,2021/11/1 14:10,陕西省,西安市,长安区,93,6445273,335553.1,501,93,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:10,26,60,2,0.833334,1.144034424
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.026795,34.06590667,2021/11/1 14:11,2021/11/1 14:11,陕西省,西安市,长安区,91,6445273,335554.7,471,90,0,0,0,0,0,0,0,0,西北,北斗定位,行驶,^,ACC开,2021/11/1 14:11,359,60,2,-0.092592667,1.144034424
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.027465,34.07900167,2021/11/1 14:12,2021/11/1 14:12,陕西省,西安市,长安区,78,6445273,335556.1,456,75,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:12,7,60,2,-0.601852333,1.144034424
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.028355,34.09018,2021/11/1 14:13,2021/11/1 14:13,陕西省,西安市,长安区,77,72210741,335557.4,458,75,0,0,0,0,0,0,0,0,西北,北斗定位,行驶,^,ACC开,2021/11/1 14:13,352,60,2,-0.046296333,1.144034424
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.023405,34.09977333,2021/11/1 14:14,2021/11/1 14:14,陕西省,西安市,长安区,63,72210741,335558.6,489,64,0,0,0,0,0,0,0,0,西北,北斗定位,行驶,^,ACC开,2021/11/1 14:14,328,60,2,-0.648148667,1.144034424
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.01634,34.10810333,2021/11/1 14:15,2021/11/1 14:15,陕西省,西安市,长安区,76,45749956,335559.7,505,75,0,0,0,0,0,0,0,0,西北,北斗定位,行驶,^,ACC开,2021/11/1 14:15,318,60,2,0.601852333,1.093975193
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.00624,34.11536833,2021/11/1 14:16,2021/11/1 14:16,陕西省,西安市,长安区,68,45749956,335560.9,516,67,0,0,0,0,0,0,0,0,西北,北斗定位,行驶,^,ACC开,2021/11/1 14:16,312,60,2,-0.370370667,1.093975193
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.001315,34.12436833,2021/11/1 14:17,2021/11/1 14:17,陕西省,西安市,长安区,77,45749956,335562.1,534,77,0,0,0,0,0,0,0,0,西北,北斗定位,行驶,^,ACC开,2021/11/1 14:17,358,60,2,0.416667,1.093975193
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.002575,34.13609833,2021/11/1 14:18,2021/11/1 14:18,陕西省,西安市,长安区,71,45749956,335563.4,531,71,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:18,5,60,2,-0.277778,1.093975193
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.003965,34.14748833,2021/11/1 14:19,2021/11/1 14:19,陕西省,西安市,长安区,89,45749955|12495717,335564.6,531,90,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:19,5,60,2,0.833334,1.093975193
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0035817,34.16058333,2021/11/1 14:20,2021/11/1 14:20,陕西省,西安市,长安区,79,6243161|6243160|6243170|54112336,335566.1,514,77,0,0,0,0,0,0,0,0,西北,北斗定位,行驶,^,ACC开,2021/11/1 14:20,352,60,2,-0.462963333,1.093975193
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.001985,34.17169333,2021/11/1 14:21,2021/11/1 14:21,陕西省,西安市,长安区,75,88422871|88422872|78019596,335567.3,509,74,0,0,0,0,0,0,0,0,西北,北斗定位,行驶,^,ACC开,2021/11/1 14:21,358,60,2,-0.185185333,1.093975193
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0046833,34.18297667,2021/11/1 14:22,2021/11/1 14:22,陕西省,西安市,雁塔区,86,85052655,335568.6,487,83,0,0,0,1,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:22,15,60,2,0.509259667,1.093975193
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0054,34.19413333,2021/11/1 14:23,2021/11/1 14:23,陕西省,西安市,雁塔区,67,63190215|6244655|6232204|6232205,335569.9,468,68,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:23,6,60,2,-0.879630333,1.093975193
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.01424,34.20007333,2021/11/1 14:24,2021/11/1 14:24,陕西省,西安市,雁塔区,66,14217201,335571,481,66,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:24,69,60,2,-0.046296333,1.093975193
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0265167,34.203165,2021/11/1 14:25,2021/11/1 14:25,陕西省,西安市,雁塔区,76,109895816|80244103|520026625|503026395|109895817,335572.2,487,74,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:25,77,60,2,0.462963333,1.059375123
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0399367,34.20556,2021/11/1 14:26,2021/11/1 14:26,陕西省,西安市,雁塔区,83,39020968|49140692|30207276,335573.4,467,83,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:26,69,60,2,0.324074333,1.059375123
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0520667,34.21347167,2021/11/1 14:27,2021/11/1 14:27,陕西省,西安市,灞桥区,86,110578892|110578891|61095523|61095522,335574.9,437,73,0,0,0,1,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:27,38,60,2,0.138889,1.059375123
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0603217,34.22282167,2021/11/1 14:28,2021/11/1 14:28,陕西省,西安市,灞桥区,81,39860098,335576.2,421,79,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:28,25,60,2,-0.231481667,1.059375123
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0627817,34.23411167,2021/11/1 14:29,2021/11/1 14:29,陕西省,西安市,灞桥区,78,88311549,335577.4,414,77,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:29,4,60,2,-0.138889,1.059375123
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.06628,34.24546833,2021/11/1 14:30,2021/11/1 14:30,陕西省,西安市,灞桥区,76,6232171|6232169,335578.8,417,74,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:30,19,60,2,-0.092592667,1.059375123
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0717367,34.25600833,2021/11/1 14:31,2021/11/1 14:31,陕西省,西安市,灞桥区,74,14611579|6319467|14611552,335580,422,73,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:31,28,60,2,-0.092592667,1.059375123
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0767083,34.26643,2021/11/1 14:32,2021/11/1 14:32,陕西省,西安市,灞桥区,74,14611553,335581.3,419,75,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:32,21,60,2,0,1.059375123
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.085955,34.27625167,2021/11/1 14:33,2021/11/1 14:33,陕西省,西安市,灞桥区,84,6362708|6362707|6325523,335582.7,395,82,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:33,46,60,2,0.462963333,1.059375123
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.0938817,34.28659167,2021/11/1 14:34,2021/11/1 14:34,陕西省,西安市,灞桥区,76,15611170|88420799|38005011|104655621|104655620|49950281,335584.1,383,74,0,0,0,0,0,1,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:34,19,60,2,-0.370370667,1.059375123
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.102175,34.29026333,2021/11/1 14:35,2021/11/1 14:35,陕西省,西安市,灞桥区,63,49950152|14611566,335585.2,395,62,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:35,130,60,2,-0.601852333,1.014463371
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.1122267,34.28466833,2021/11/1 14:36,2021/11/1 14:36,陕西省,西安市,灞桥区,73,49950126,335586.4,403,73,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:36,123,60,2,0.462963333,1.014463371
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.1218817,34.27664833,2021/11/1 14:37,2021/11/1 14:37,陕西省,西安市,灞桥区,80,49950126,335587.6,398,79,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:37,141,60,2,0.324074333,1.014463371
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.1303283,34.267915,2021/11/1 14:38,2021/11/1 14:38,陕西省,西安市,灞桥区,69,32035741,335588.9,409,69,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:38,136,60,2,-0.509259667,1.014463371
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.14031,34.26168833,2021/11/1 14:39,2021/11/1 14:39,陕西省,西安市,灞桥区,69,49950155,335590,423,68,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:39,127,60,2,0,1.014463371
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.1491033,34.25443167,2021/11/1 14:40,2021/11/1 14:40,陕西省,西安市,灞桥区,69,49950155,335591.2,443,68,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:40,134,60,2,0,1.014463371
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.15862,34.24807333,2021/11/1 14:41,2021/11/1 14:41,陕西省,西安市,蓝田县,67,49950158,335592.3,469,67,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:41,127,60,2,-0.092592667,1.014463371
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.168095,34.24100167,2021/11/1 14:42,2021/11/1 14:42,陕西省,西安市,蓝田县,72,49950158,335593.5,482,73,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:42,135,60,2,0.231481667,1.014463371
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.17519,34.2355,2021/11/1 14:43,2021/11/1 14:43,陕西省,西安市,蓝田县,77,14217095,335594.4,481,77,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:43,126,60,2,0.231481667,1.014463371
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.1910683,34.23119667,2021/11/1 14:44,2021/11/1 14:44,陕西省,西安市,蓝田县,78,49950166|49950168,335595.9,481,77,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:44,97,60,2,0.046296333,1.014463371
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.2040467,34.22976167,2021/11/1 14:45,2021/11/1 14:45,陕西省,西安市,蓝田县,65,49950170,335597.1,495,64,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:45,99,60,2,-0.601852333,1.310727081
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.21636,34.22734333,2021/11/1 14:46,2021/11/1 14:46,陕西省,西安市,蓝田县,72,49950172|49950174,335598.3,501,72,0,0,0,0,0,1,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:46,104,60,2,0.324074333,1.310727081
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.2288933,34.22445667,2021/11/1 14:47,2021/11/1 14:47,陕西省,西安市,蓝田县,73,49950174,335599.5,502,73,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:47,109,60,2,0.046296333,1.310727081
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.2386533,34.21909167,2021/11/1 14:48,2021/11/1 14:48,陕西省,西安市,蓝田县,38,49950302,335600.6,483,27,0,0,0,1,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:48,146,60,2,-1.620371667,1.310727081
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.2399717,34.21746167,2021/11/1 14:49,2021/11/1 14:49,陕西省,西安市,蓝田县,34,31899231|31899232,335600.8,481,41,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:49,146,60,2,-0.185185333,1.310727081
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.238325,34.21465,2021/11/1 14:50,2021/11/1 14:50,陕西省,西安市,蓝田县,67,18160352|604377040,335601.3,469,70,0,0,0,0,0,0,0,0,正西,北斗定位,行驶,^,ACC开,2021/11/1 14:50,270,60,2,1.527779,1.310727081
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.2298333,34.21192667,2021/11/1 14:51,2021/11/1 14:51,陕西省,西安市,蓝田县,21,505375850|49950204|16536923|16536703|45749796,335602.2,443,28,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:51,133,60,2,-2.129631333,1.310727081
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.2370267,34.20734833,2021/11/1 14:52,2021/11/1 14:52,陕西省,西安市,蓝田县,67,31898975|16536713|18161726|45749808,335603,442,66,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:52,130,60,2,2.129631333,1.310727081
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.2468,34.20121333,2021/11/1 14:53,2021/11/1 14:53,陕西省,西安市,蓝田县,70,16536721,335604.2,440,67,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:53,108,60,2,0.138889,1.310727081
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.2551917,34.19909833,2021/11/1 14:54,2021/11/1 14:54,陕西省,西安市,蓝田县,39,63446559|16536730|16536732|18323624,335605,447,42,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:54,106,60,2,-1.435186333,1.310727081
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.2638983,34.19670833,2021/11/1 14:55,2021/11/1 14:55,陕西省,西安市,蓝田县,55,111789400|601305769|503305397|16536742|16536748|54945987|54945988,335605.8,453,55,0,0,0,0,0,0,0,0,东南,北斗定位,行驶,^,ACC开,2021/11/1 14:55,109,60,2,0.740741333,2.230175002
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.2713417,34.19408167,2021/11/1 14:56,2021/11/1 14:56,陕西省,西安市,蓝田县,21,609380740|18323627|18323628,335606.6,453,25,0,0,0,0,0,0,0,0,西南,北斗定位,行驶,^,ACC开,2021/11/1 14:56,201,60,2,-1.574075333,2.230175002
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.2685817,34.18973167,2021/11/1 14:57,2021/11/1 14:57,陕西省,西安市,蓝田县,37,18162059,335607.2,442,28,0,0,0,1,0,1,0,0,西南,北斗定位,行驶,^,ACC开,2021/11/1 14:57,207,60,2,0.740741333,2.230175002
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.2686933,34.19059833,2021/11/1 14:58,2021/11/1 14:58,陕西省,西安市,蓝田县,29,18162059,335607.5,442,30,0,0,0,0,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:58,28,60,2,-0.370370667,2.230175002
000280c180c9406c603441448c121763,赣F0***1,黄色,40035947719,109.2699317,34.19246833,2021/11/1 14:59,2021/11/1 14:59,陕西省,西安市,蓝田县,23,18323628,335607.7,447,13,0,0,0,1,0,0,0,0,东北,北斗定位,行驶,^,ACC开,2021/11/1 14:59,30,60,2,-0.277778,2.230175002
0002ac5a4a8279a496616f1cbe111a65,云AJ***3,黄色,14450616796,109.3816767,34.48252333,2021/11/1 9:20,2021/11/1 9:20,陕西省,西安市,临潼区,63.9,55318365,130834.7,346,64.2,0,0,0,0,0,0,0,0,西南,北斗定位,行驶,^,ACC开,2021/11/1 9:20,265,,1,0,1.01102064
0002ac5a4a8279a496616f1cbe111a65,云AJ***3,黄色,14450616796,109.3759467,34.481915,2021/11/1 9:21,2021/11/1 9:21,陕西省,西安市,临潼区,63.3,55318366,130835.3,349,63.5,0,0,0,0,0,0,0,0,西南,北斗定位,行驶,^,ACC开,2021/11/1 9:21,259,60,1,-0.0277778,1.01102064
0002ac5a4a8279a496616f1cbe111a65,云AJ***3,黄色,14450616796,109.3645283,34.47931667,2021/11/1 9:22,2021/11/1 9:22,陕西省,西安市,临潼区,65.1,55318375|55318376|63291556,130836.4,355,66.3,0,0,0,0,0,0,0,0,西南,北斗定位,行驶,^,ACC开,2021/11/1 9:22,248,60,1,0.0833334,1.01102064
